_id,dni,nombre,apellido,edad,experiencia_vehiculo,numero_poliza,tipo_poliza,prima,marca_vehiculo,modelo_vehiculo,edad_vehiculo,color,direccion,provincia,ciudad
67a0f8228d8acdc8201d7724,50499755N,Victoria,Jaume,53,16,977-029-414,todo riesgo con franquicia,580,Ferrari,Portofino,6,Beige,Urbanizacion de Nayara Cuervo 99 Piso 0 \nSevilla 40080,Segovia,Cantalejo
67a0f8228d8acdc8201d7725,81442511V,Eli,Catala,21,1,980-446-722,terceros ampliado,690,Ford,Explorer,3,Gris,Paseo Guadalupe Nino 50 Apt 56 \nCuenca 04252,Guipuzcoa,Irun
67a0f8228d8acdc8201d7726,70343290K,Vera,Rozas,40,7,715-338-535,terceros,940,Subaru,Outback,18,Verde,Camino de Chelo Pont 77 Puerta 0 \nLleida 28689,Valencia,Valencia
67a0f8228d8acdc8201d7727,13945909C,Gregorio,Zapata,38,12,404-206-676,terceros,910,Porsche,Macan,17,Negro,Ronda Diana Julia 88 Apt 66 \nSegovia 11249,La Rioja,Alfaro
67a0f8228d8acdc8201d7728,93227604W,Tiburcio,Leal,43,20,848-662-371,todo riesgo con franquicia,460,Bentley,Flying Spur,2,Blanco,Canada Elisa Mari 429 Piso 8 \nTeruel 40911,Toledo,Torrijos
67a0f8228d8acdc8201d7729,92994827P,Osvaldo,Valles,24,4,362-667-603,terceros ampliado,1110,Kia,Sportage,17,Plata,Pasadizo Narcisa Valle 6\nCastellon 51310,Pontevedra,Cangas
67a0f8228d8acdc8201d772a,63288140Y,Juana,Guillen,47,11,137-307-101,todo riesgo con franquicia,850,Suzuki,SX4,15,Beige,Pasadizo de Andres Zorrilla 39 Puerta 9 \nBaleares 51543,Guipuzcoa,Irun
67a0f8228d8acdc8201d772b,11375488X,Rosalia,Ros,37,16,276-371-914,todo riesgo,940,Subaru,Legacy,18,Plata,Plaza Rafael Sola 2 Puerta 2 \nToledo 51408,Valencia,Sagunto
67a0f8228d8acdc8201d772c,67731679Z,Tristan,Costa,29,4,307-238-290,todo riesgo con franquicia,760,Opel,Astra,12,Azul,Cuesta de Oriana Cerdan 610 Apt 35 \nTeruel 32083,Caceres,Coria
67a0f8228d8acdc8201d772d,55788119D,Lupe,Espinosa,37,12,921-918-606,terceros,640,Suzuki,Vitara,8,Verde,C de Nicanor Rosado 5 Puerta 8 \nCiudad 15789,Burgos,Medina de Pomar
67a0f8228d8acdc8201d772e,29634466R,Ruperta,Andreu,27,2,399-248-664,terceros,580,Volkswagen,Passat,6,Azul,Alameda Amor Escribano 26 Apt 93 \nMadrid 11406,Cantabria,Camargo
67a0f8228d8acdc8201d772f,67484233W,Carlota,Puga,57,17,886-821-715,terceros,1000,Volvo,XC60,20,Azul,Avenida Amando Iniguez 53\nLugo 37850,Alicante,Benidorm
67a0f8228d8acdc8201d7730,79352685V,Adela,Acero,60,30,432-877-764,todo riesgo con franquicia,940,Volkswagen,Passat,18,Blanco,Calle Cintia Palomares 24\nCuenca 06749,Valencia,Gandia
67a0f8228d8acdc8201d7731,89422073M,Ana Belen,Delgado,20,2,181-402-010,terceros ampliado,630,Jeep,Compass,1,Rojo,Callejon Benito Rosa 2 Apt 32 \nBaleares 35443,Jaen,Ubeda
67a0f8228d8acdc8201d7732,58005626V,Isidora,Gutierrez,59,38,982-177-845,todo riesgo,1000,Peugeot,2008,20,Rosa,Via Candela Garrido 78\nValencia 34931,Madrid,Mostoles
67a0f8228d8acdc8201d7733,89889705R,Narcisa,Canovas,57,20,202-572-951,todo riesgo con franquicia,730,Lexus,UX,11,Plata,Canada Ainara Rios 800\nCordoba 40507,Cantabria,Castro Urdiales
67a0f8228d8acdc8201d7734,75602705A,Adora,Minguez,24,6,842-499-738,todo riesgo,990,Suzuki,Jimny,13,Marron,Acceso Natalio Gargallo 54\nPalencia 52051,Vizcaya,Getxo
67a0f8228d8acdc8201d7735,61775495W,Nando,Quevedo,47,16,380-375-241,todo riesgo,490,Mini,Cooper,3,Verde,Camino de Amelia Chaparro 72\nLeon 03687,Huesca,Fraga
67a0f8228d8acdc8201d7736,49982590W,Amando,Acedo,25,7,833-352-080,terceros ampliado,700,Lamborghini,Urus,10,Negro,Ronda Luis Solano 4\nCantabria 03832,Toledo,Toledo
67a0f8228d8acdc8201d7737,27058093L,Rico,Bravo,42,7,816-867-454,terceros ampliado,910,Alfa Romeo,Giulia,17,Rosa,Rambla de Herminia Millan 72 Apt 07 \nZamora 38298,Murcia,Alcantarilla
67a0f8228d8acdc8201d7738,57433240D,Arcelia,Alberto,27,9,078-029-131,terceros ampliado,580,Tesla,Model 3,6,Negro,C de Luciana Jimenez 61\nPontevedra 01838,Santa Cruz de Tenerife,Santa Cruz de Tenerife
67a0f8228d8acdc8201d7739,45279076B,Aitor,Contreras,45,23,495-396-819,todo riesgo,580,Porsche,Panamera,6,Rojo,Cuesta de Nelida Nunez 79 Puerta 0 \nAlbacete 51719,Valencia,Sagunto
67a0f8228d8acdc8201d773a,80866212Y,Victor,Buendia,40,8,146-798-506,todo riesgo,490,Subaru,Outback,3,Gris,Urbanizacion Urbano Robledo 36 Puerta 3 \nLa Rioja 23168,Guipuzcoa,Eibar
67a0f8228d8acdc8201d773b,99009882B,Sancho,Palau,63,39,225-300-603,terceros ampliado,460,Subaru,Outback,2,Verde,Avenida de Luisina Huertas 397\nToledo 29201,Albacete,La Roda
67a0f8228d8acdc8201d773c,35394343B,Adelia,Gimenez,23,1,710-490-758,terceros,1020,Nissan,X-Trail,14,Rosa,Via Ariadna Cornejo 91\nCordoba 05015,Soria,San Esteban de Gormaz
67a0f8228d8acdc8201d773d,12347702Z,Ovidio,Salcedo,35,10,041-539-843,terceros ampliado,850,Mercedes-Benz,Clase C,15,Azul,Canada Esperanza Cabanillas 90\nAlicante 22997,A Coruna,Santiago de Compostela
67a0f8228d8acdc8201d773e,68300609Q,Marisol,Frutos,44,15,343-959-847,terceros,700,BMW,X5,10,Marron,Acceso de Lara Goni 29 Apt 99 \nSalamanca 41359,Almeria,Almeria
67a0f8228d8acdc8201d773f,35896950E,Victorino,Trillo,30,1,336-412-992,todo riesgo,610,Toyota,Prius,7,Beige,Pasadizo Jose Manuel Jaen 201 Apt 97 \nCuenca 43341,Sevilla,Sevilla
67a0f8228d8acdc8201d7740,78708105N,Tomasa,Bernat,57,22,622-294-888,todo riesgo con franquicia,670,Porsche,911,9,Plata,Ronda Lalo Calatayud 4 Puerta 0 \nToledo 49493,Asturias,Langreo
67a0f8228d8acdc8201d7741,95535280L,Haroldo,Cortina,64,14,419-054-001,todo riesgo,1000,Toyota,Camry,20,Azul,Canada de Celia Leiva 96 Apt 35 \nCeuta 35577,Avila,Arenas de San Pedro
67a0f8228d8acdc8201d7742,14413830Y,Joan,Arregui,61,22,894-695-093,todo riesgo con franquicia,670,Jeep,Grand Cherokee,9,Gris,Cuesta de Balduino Mesa 2 Piso 3 \nLleida 24473,Las Palmas,Arrecife
67a0f8228d8acdc8201d7743,10990415A,Silvio,Acevedo,47,8,730-888-528,todo riesgo con franquicia,430,Volkswagen,Golf,1,Marron,Alameda Dionisia Toledo 51\nNavarra 45618,Malaga,Fuengirola
67a0f8228d8acdc8201d7744,59590338Y,Pablo,Acuna,39,10,625-406-918,terceros,550,Nissan,Juke,5,Blanco,Alameda Quique Rius 30\nJaen 46333,Ciudad Real,Ciudad Real
67a0f8228d8acdc8201d7745,40512309V,Remigio,Raya,50,30,675-761-624,todo riesgo con franquicia,820,Bentley,Mulsanne,14,Plata,Paseo Ruben Zorrilla 44\nNavarra 42463,Avila,Las Navas del Marques
67a0f8228d8acdc8201d7746,81178678V,Ligia,Criado,70,25,360-559-794,terceros ampliado,880,Rolls-Royce,Ghost,16,Beige,Pasadizo de Amada Uriarte 25 Piso 1 \nToledo 19972,Malaga,Malaga
67a0f8228d8acdc8201d7747,14126471D,Nestor,Pujadas,22,4,977-309-620,todo riesgo con franquicia,1110,Kia,Sorento,17,Beige,C Reyes Cabrera 758 Apt 10 \nMalaga 21567,Guipuzcoa,Eibar
67a0f8228d8acdc8201d7748,89087841D,Violeta,Jimenez,24,4,885-700-694,terceros,1140,Opel,Insignia,18,Rosa,Pasaje de Rosario Pazos 74 Piso 4 \nNavarra 32399,Jaen,Linares
67a0f8228d8acdc8201d7749,64647840S,Jacinto,Mate,39,1,756-852-050,todo riesgo,550,BMW,Serie 3,5,Rosa,Paseo Rosa Maria Martin 71\nValencia 01110,Las Palmas,Puerto del Rosario
67a0f8228d8acdc8201d774a,63995269T,Rosendo,Hidalgo,57,22,561-015-663,terceros,910,Mitsubishi,Lancer,17,Plata,Camino Artemio Ibarra 78 Puerta 7 \nNavarra 46260,Badajoz,Almendralejo
67a0f8228d8acdc8201d774b,94044349V,Laura,Ruiz,55,19,728-343-533,todo riesgo con franquicia,490,Volvo,S60,3,Rojo,Rambla de Aaron Cano 8 Puerta 2 \nLleida 35299,Zaragoza,Utebo
67a0f8228d8acdc8201d774c,17934834D,Consuela,Andreu,43,14,625-035-806,terceros ampliado,430,Subaru,Forester,1,Verde,Calle de Carlos Yanez 86\nAlbacete 40108,Guipuzcoa,Eibar
67a0f8228d8acdc8201d774d,94122532T,Paula,Esteve,34,5,710-691-726,todo riesgo,970,Rolls-Royce,Dawn,19,Beige,Pasadizo Kike Duarte 30\nVizcaya 05730,Valladolid,Valladolid
67a0f8228d8acdc8201d774e,55847700C,Zaida,Somoza,55,21,644-105-587,terceros,700,Honda,Civic,10,Plata,Acceso de Mireia Aranda 15 Piso 2 \nLugo 32740,Vizcaya,Portugalete
67a0f8228d8acdc8201d774f,25252435E,Lorenza,Rius,62,38,753-063-834,todo riesgo con franquicia,820,Volkswagen,Tiguan,14,Blanco,Rambla Claudio Godoy 97\nCeuta 11897,Madrid,Alcala de Henares
67a0f8228d8acdc8201d7750,28919528H,Yaiza,Coello,63,18,080-513-006,todo riesgo con franquicia,430,Tesla,Roadster,1,Azul,Rambla de Vilma Pintor 38\nGuadalajara 45419,Cuenca,Quintanar del Rey
67a0f8228d8acdc8201d7751,62293921P,Ruperto,Ayllon,70,21,105-740-250,terceros,760,Land Rover,Defender,12,Negro,Pasadizo de Celia Exposito 75\nAlbacete 21492,Badajoz,Merida
67a0f8228d8acdc8201d7752,28141637X,Ana Belen,Vilaplana,36,7,304-650-099,todo riesgo con franquicia,520,Subaru,Forester,4,Gris,Pasaje Raul Salvador 89 Apt 03 \nToledo 40598,La Rioja,Alfaro
67a0f8228d8acdc8201d7753,53537627K,Maxi,Bejarano,56,31,100-918-932,todo riesgo con franquicia,820,Kia,Rio,14,Beige,Avenida de Ricardo Quintana 41 Puerta 0 \nToledo 45651,Zaragoza,Calatayud
67a0f8228d8acdc8201d7754,82417641Q,Griselda,Castellanos,45,10,494-316-753,todo riesgo,910,Chevrolet,Malibu,17,Negro,Canada de Enrique Vicens 65 Puerta 2 \nCuenca 04033,Asturias,Aviles
67a0f8228d8acdc8201d7755,63113527D,Lisandro,Arnal,30,7,749-498-383,todo riesgo con franquicia,520,Porsche,Cayenne,4,Blanco,Plaza de Leyre Llano 14 Apt 53 \nLleida 39695,Tarragona,Reus
67a0f8228d8acdc8201d7756,37124643K,Rafa,Bernal,63,35,218-596-345,terceros ampliado,430,BMW,Serie 3,1,Verde,Camino de Dani Valera 77 Piso 2 \nSalamanca 28778,Castellon,Burriana
67a0f8228d8acdc8201d7757,46803055X,Lisandro,Losa,28,8,828-052-167,terceros ampliado,610,Mitsubishi,Pajero,7,Plata,Vial de Constanza Prats 4 Piso 1 \nValencia 02718,Asturias,Langreo
67a0f8228d8acdc8201d7758,13591081J,Mariana,Company,35,4,810-422-865,todo riesgo,580,Volvo,XC40,6,Beige,Vial Josue Giner 86\nMalaga 25125,Ciudad Real,Tomelloso
67a0f8228d8acdc8201d7759,31436417V,Marta,Bayo,46,24,197-864-731,terceros ampliado,460,Land Rover,Defender,2,Gris,Cuesta Carlito Montana 69 Puerta 7 \nLa Coruna 42004,Castellon,Burriana
67a0f8228d8acdc8201d775a,56362147A,Vilma,Navarro,21,2,156-871-694,terceros ampliado,660,Bentley,Bentayga,2,Plata,Acceso Teobaldo Tapia 96 Apt 34 \nAsturias 36697,Tarragona,Reus
67a0f8228d8acdc8201d775b,23958783M,Emma,Sebastian,37,19,812-709-493,terceros ampliado,550,Skoda,Octavia,5,Marron,Callejon Mateo Garriga 14\nGirona 12029,Huesca,Fraga
67a0f8228d8acdc8201d775c,91336513V,Rico,Montesinos,38,6,512-186-518,todo riesgo,670,Kia,Optima,9,Plata,Pasaje Amada Caceres 981\nBurgos 02685,Navarra,Pamplona
67a0f8228d8acdc8201d775d,90506966B,Andrea,Viana,67,44,723-136-779,terceros ampliado,490,Nissan,Micra,3,Azul,Rambla de Manu Diez 36 Apt 40 \nMadrid 28769,Las Palmas,Telde
67a0f8228d8acdc8201d775e,61769358Y,Xavier,Vera,65,16,685-280-938,todo riesgo con franquicia,910,Dacia,Sandero,17,Rojo,Pasaje Jose Francisco Valenzuela 16\nLugo 27077,Valladolid,Tordesillas
67a0f8228d8acdc8201d775f,12581083Z,Lupita,Padilla,44,1,761-917-685,terceros,760,Audi,Q7,12,Gris,Cuesta de Lourdes Garrido 74 Puerta 7 \nCordoba 50913,Malaga,Mijas
67a0f8228d8acdc8201d7760,99753214Y,Oriana,Flor,58,28,898-998-751,todo riesgo con franquicia,490,Jeep,Wrangler,3,Gris,Plaza de Cosme Barrera 11\nLas Palmas 47654,Huesca,Jaca
67a0f8228d8acdc8201d7761,35332925A,Dan,Baeza,20,2,736-263-586,terceros,870,Dacia,Stepway,9,Beige,Cuesta de Adolfo Marmol 14 Puerta 3 \nBadajoz 42977,Murcia,Murcia
67a0f8228d8acdc8201d7762,95591562C,Primitivo,Baron,50,30,139-708-650,terceros ampliado,610,Renault,Twingo,7,Blanco,Avenida Guiomar Vila 2 Apt 53 \nAvila 35401,Ourense,Barbadas
67a0f8228d8acdc8201d7763,91533620Z,Noe,Poza,51,14,242-716-106,todo riesgo con franquicia,460,Renault,Kadjar,2,Beige,Via de Maria Angeles Franch 314 Puerta 3 \nSalamanca 37755,Cadiz,Jerez de la Frontera
67a0f8228d8acdc8201d7764,75421908D,Carmelo,Rey,24,5,330-953-542,terceros ampliado,1140,Land Rover,Discovery Sport,18,Azul,Camino de Ramona Villena 97\nValladolid 17098,Huesca,Monzon
67a0f8228d8acdc8201d7765,57246966N,Maria Jesus,Balaguer,40,1,162-382-828,terceros,580,Mazda,3,6,Blanco,Glorieta Bernardita Borrego 74\nLa Rioja 22294,Soria,Soria
67a0f8228d8acdc8201d7766,15088183E,Noelia,Verdu,19,1,912-877-127,terceros ampliado,870,Audi,Q5,9,Negro,Pasadizo Basilio Manuel 6\nAlicante 27277,Jaen,Jaen
67a0f8228d8acdc8201d7767,83827598G,Lope,Santamaria,34,12,214-064-509,todo riesgo,880,Ford,Focus,16,Gris,Canada Ainoa Becerra 1 Apt 79 \nPontevedra 26137,Guipuzcoa,San Sebastian
67a0f8228d8acdc8201d7768,74182266K,Espiridion,Amo,67,11,159-684-185,terceros,760,Fiat,Punto,12,Rosa,Calle Jose Luis Abellan 4 Piso 9 \nGuipuzcoa 15363,Vizcaya,Getxo
67a0f8228d8acdc8201d7769,90679880B,Maria,Lastra,45,13,466-760-648,terceros,610,Land Rover,Range Rover,7,Negro,Acceso de Gabino Menendez 20\nJaen 47948,Valladolid,Arroyo de la Encomienda
67a0f8228d8acdc8201d776a,28234821K,Mario,Blanco,44,5,456-349-030,todo riesgo,970,BMW,Serie 3,19,Beige,Plaza Cesar Villalobos 24\nTeruel 08402,Malaga,Velez-Malaga
67a0f8228d8acdc8201d776b,39664166E,Narciso,Gallardo,64,44,986-314-344,terceros ampliado,430,Porsche,Panamera,1,Blanco,Acceso de Leire Robledo 98\nAlava 35690,Sevilla,Utrera
67a0f8228d8acdc8201d776c,64696456D,Olalla,Guzman,18,0,369-808-343,terceros,720,Citroen,C4,4,Rojo,Ronda Cruz Calderon 95 Piso 9 \nHuesca 24825,Ciudad Real,Ciudad Real
67a0f8228d8acdc8201d776d,43954555Z,Roldan,Yanez,45,11,101-511-265,terceros,850,Volvo,XC60,15,Blanco,Canada Chelo Penas 3 Piso 3 \nMadrid 42435,Alicante,Alicante
67a0f8228d8acdc8201d776e,76032916E,Luciano,Miranda,68,33,434-887-273,terceros,490,BMW,Serie 1,3,Azul,Rambla Sandra Gallart 76 Apt 03 \nSevilla 36600,Avila,Arenas de San Pedro
67a0f8228d8acdc8201d776f,15912399X,Evelia,Tudela,18,0,822-643-252,terceros ampliado,660,Lamborghini,Aventador,2,Blanco,Camino de Edmundo Gelabert 975 Puerta 2 \nZamora 41595,Asturias,Oviedo
67a0f8228d8acdc8201d7770,11388857Q,Alexandra,Gisbert,42,12,968-342-321,todo riesgo,880,Bugatti,Divo,16,Azul,Camino de Brigida Mateo 6 Puerta 5 \nCiudad 21429,Avila,Arenas de San Pedro
67a0f8228d8acdc8201d7771,88800191C,Paulina,Torrens,40,16,751-145-151,terceros ampliado,700,Kia,Soul,10,Blanco,Paseo de Sandalio Canet 1\nTarragona 15764,Palencia,Palencia
67a0f8228d8acdc8201d7772,27584590T,Clotilde,Alsina,44,11,784-850-265,todo riesgo con franquicia,610,Toyota,RAV4,7,Verde,C de Espiridion Valenciano 9 Apt 41 \nZamora 08335,Lleida,Lleida
67a0f8228d8acdc8201d7773,47712986S,Ani,Davila,49,27,513-060-843,todo riesgo,520,Opel,Insignia,4,Negro,Calle de Heriberto Alfaro 48\nSalamanca 28055,Madrid,Madrid
67a0f8228d8acdc8201d7774,48306254K,Chus,Fortuny,57,9,695-142-915,todo riesgo,490,BMW,Serie 1,3,Azul,Cuesta de Claudio Hervas 1 Puerta 4 \nBurgos 31886,Guipuzcoa,Renteria
67a0f8228d8acdc8201d7775,16525546T,Flavio,Salazar,70,14,621-760-973,todo riesgo,670,Mazda,CX-5,9,Blanco,Pasadizo de Lilia Sanchez 300\nMadrid 13535,Tarragona,El Vendrell
67a0f8228d8acdc8201d7776,87507968Y,Narciso,Giralt,42,1,026-517-427,todo riesgo,700,Skoda,Kodiaq,10,Verde,Callejon de Panfilo Soria 72\nGranada 12280,Avila,Avila
67a0f8248d8acdc8201d7777,77909925R,Marino,Martin,29,1,336-227-326,todo riesgo con franquicia,730,Rolls-Royce,Dawn,11,Rojo,Calle de Ruth Rosello 704 Apt 68 \nMelilla 36563,Castellon,Villarreal
67a0f8248d8acdc8201d7778,86385886W,Chema,Serrano,48,29,619-613-964,terceros,550,BMW,X5,5,Rojo,Callejon Cayetano Alcantara 230 Apt 46 \nSalamanca 47895,Murcia,Molina de Segura
67a0f8248d8acdc8201d7779,51315013N,Rafaela,Agudo,35,10,878-164-292,todo riesgo con franquicia,760,Hyundai,Kona,12,Gris,Pasaje Inocencio Revilla 15 Piso 4 \nVizcaya 29652,Ourense,Verin
67a0f8248d8acdc8201d777a,91742624V,Marcial,Marco,27,2,814-810-632,todo riesgo,610,Jaguar,XF,7,Plata,Avenida de Alma Valentin 83\nCastellon 21635,Vizcaya,Santurtzi
67a0f8248d8acdc8201d777b,69189545W,Nuria,Bayo,50,31,763-952-586,todo riesgo con franquicia,580,Volkswagen,Arteon,6,Azul,Plaza de Jose Miguel Coloma 48 Apt 82 \nAsturias 11706,Avila,Candeleda
67a0f8248d8acdc8201d777c,52022384H,Eliseo,Domenech,54,1,005-538-025,terceros,790,Ferrari,F8 Tributo,13,Rojo,Avenida Alcides Andreu 713\nMurcia 51700,Malaga,Velez-Malaga
67a0f8248d8acdc8201d777d,77671200Q,Moises,Barroso,39,11,544-188-238,todo riesgo con franquicia,910,Opel,Corsa,17,Azul,Paseo Jessica Canellas 242\nCeuta 07043,Alicante,Alicante
67a0f8248d8acdc8201d777e,51807355Q,Prudencia,Pelaez,31,10,680-527-209,terceros ampliado,820,Bugatti,Veyron,14,Beige,Avenida Marcos Falco 70 Piso 4 \nLugo 35979,Alicante,Elche
67a0f8248d8acdc8201d777f,32505785T,Amilcar,Pablo,63,25,717-824-815,todo riesgo con franquicia,700,Fiat,500,10,Beige,Pasaje de Pancho Aroca 67\nLas Palmas 50495,Sevilla,Dos Hermanas
67a0f8248d8acdc8201d7780,89216122L,Romulo,Galan,44,9,647-722-674,todo riesgo,460,Chevrolet,Bolt,2,Negro,Alameda Marc Badia 4\nAsturias 22794,Guipuzcoa,Zarautz
67a0f8248d8acdc8201d7781,26365885L,Rufina,Cobo,49,9,226-635-228,terceros,610,Mini,Clubman,7,Rojo,Canada Ernesto Aguirre 837 Piso 5 \nLas Palmas 44526,Cadiz,Jerez de la Frontera
67a0f8248d8acdc8201d7782,10678208K,Angelina,Navarrete,39,12,733-340-524,terceros ampliado,520,Lexus,NX,4,Negro,Calle Jenaro Garate 849\nAvila 29252,Salamanca,Salamanca
67a0f8248d8acdc8201d7783,22249141E,Virginia,Pozo,50,3,536-536-611,todo riesgo con franquicia,790,Mercedes-Benz,Clase S,13,Verde,Callejon de Bernardino Castejon 84 Piso 3 \nAvila 28739,Caceres,Navalmoral de la Mata
67a0f8248d8acdc8201d7784,70734901B,Arsenio,Mena,38,16,564-461-241,terceros ampliado,910,Honda,Accord,17,Beige,Urbanizacion Vicenta Cordero 9\nPontevedra 07685,Lugo,Sarria
67a0f8248d8acdc8201d7785,43566774J,Felicia,Acuna,45,16,938-182-703,terceros,460,Subaru,Forester,2,Beige,Acceso de Zoraida Salas 60 Puerta 3 \nToledo 03864,Guadalajara,Molina de Aragon
67a0f8248d8acdc8201d7786,49522270G,Roldan,Talavera,36,9,808-325-529,terceros,730,Suzuki,Ciaz,11,Verde,Callejon de Graciela Baez 81\nNavarra 31128,Leon,Leon
67a0f8248d8acdc8201d7787,26030789X,Luisa,Lobo,24,1,881-105-927,terceros ampliado,1020,Jeep,Grand Cherokee,14,Blanco,Plaza de Irene Escamilla 15\nLas Palmas 42456,Pontevedra,Redondela
67a0f8248d8acdc8201d7788,47287555S,Angel,Zabaleta,45,10,410-315-988,terceros ampliado,790,Audi,Q5,13,Plata,Vial de Noelia Martin 10\nAlmeria 22838,Teruel,Andorra
67a0f8248d8acdc8201d7789,55841631T,Maria,Dominguez,43,9,791-525-710,todo riesgo,640,Lamborghini,Urus,8,Marron,Alameda de Feliciano Cobo 4 Puerta 0 \nCeuta 13375,Cuenca,Quintanar del Rey
67a0f8248d8acdc8201d778a,30606708X,Maximiliano,Paez,70,35,124-802-010,terceros,1000,Fiat,500X,20,Verde,Camino de Eva Maria Dieguez 829 Puerta 3 \nMurcia 46629,Soria,Soria
67a0f8248d8acdc8201d778b,14219845A,Matias,Leon,27,5,757-607-113,todo riesgo,910,Volkswagen,Polo,17,Negro,Avenida de Luisina Cortes 27 Puerta 2 \nTeruel 20044,Valencia,Gandia
67a0f8248d8acdc8201d778c,97063306V,Juana,Cabrero,57,35,719-806-717,todo riesgo con franquicia,490,Alfa Romeo,Giulietta,3,Verde,Paseo Cloe Dalmau 29 Piso 0 \nHuelva 07548,Teruel,Teruel
67a0f8248d8acdc8201d778d,97742221H,Alma,Cerro,57,37,787-628-822,terceros ampliado,640,Audi,Q7,8,Verde,Rambla Herminia Diez 9 Puerta 4 \nMadrid 49169,Valencia,Gandia
67a0f8248d8acdc8201d778e,12836041V,Jose Manuel,Chico,50,26,778-734-217,terceros,700,Renault,Clio,10,Plata,Paseo Custodio Jove 32\nLeon 23030,Avila,Avila
67a0f8248d8acdc8201d778f,23676344Y,Maria Cristina,Vilaplana,49,3,328-813-933,todo riesgo con franquicia,820,Alfa Romeo,4C,14,Beige,Canada Victorino Ariza 496 Puerta 2 \nBadajoz 49024,Burgos,Medina de Pomar
